,unpriv,priv,SUM
TP,71.0,179.0,250.0
TN,207.0,81.0,288.0
FP,3.0,9.0,12.0
FN,19.0,31.0,50.0
size,300.0,300.0,600.0
accuracy_equality,0.9266666666666666,0.8666666666666667,1.7933333333333334
opportunity_equality,0.7888888888888889,0.8523809523809524,1.6412698412698412
predictive_equality,0.014285714285714285,0.1,0.1142857142857143
statistical_parity,0.24666666666666667,0.6266666666666667,0.8733333333333334
predictive_parity,0.9594594594594594,0.9521276595744681,1.9115871190339275
neg_predictive_parity,0.915929203539823,0.7232142857142857,1.6391434892541086
treatment equality,0.06766917293233082,0.6774193548387097,0.7450885277710406
