,unpriv,priv,SUM
TP,71.0,175.0,246.0
TN,209.0,76.0,285.0
FP,1.0,14.0,15.0
FN,19.0,35.0,54.0
size,300.0,300.0,600.0
accuracy_equality,0.9333333333333333,0.8366666666666667,1.77
opportunity_equality,0.7888888888888889,0.8333333333333334,1.6222222222222222
predictive_equality,0.004761904761904762,0.15555555555555556,0.16031746031746033
statistical_parity,0.24,0.63,0.87
predictive_parity,0.9861111111111112,0.9259259259259259,1.9120370370370372
neg_predictive_parity,0.9166666666666666,0.6846846846846847,1.6013513513513513
treatment equality,0.02255639097744361,0.9333333333333333,0.955889724310777
