,unpriv,priv,SUM
TP,68.0,179.0,247.0
TN,210.0,76.0,286.0
FP,0.0,14.0,14.0
FN,22.0,31.0,53.0
size,300.0,300.0,600.0
accuracy_equality,0.9266666666666666,0.85,1.7766666666666666
opportunity_equality,0.7555555555555555,0.8523809523809524,1.607936507936508
predictive_equality,0.0,0.15555555555555556,0.15555555555555556
statistical_parity,0.22666666666666666,0.6433333333333333,0.87
predictive_parity,1.0,0.927461139896373,1.927461139896373
neg_predictive_parity,0.9051724137931034,0.7102803738317757,1.615452787624879
treatment equality,0.0,1.053763440860215,1.053763440860215
