,unpriv,priv,SUM
TP,70.0,177.0,247.0
TN,209.0,84.0,293.0
FP,1.0,6.0,7.0
FN,20.0,33.0,53.0
size,300.0,300.0,600.0
accuracy_equality,0.93,0.87,1.8
opportunity_equality,0.7777777777777778,0.8428571428571429,1.6206349206349207
predictive_equality,0.004761904761904762,0.06666666666666667,0.07142857142857142
statistical_parity,0.23666666666666666,0.61,0.8466666666666667
predictive_parity,0.9859154929577465,0.9672131147540983,1.9531286077118448
neg_predictive_parity,0.9126637554585153,0.717948717948718,1.6306124734072331
treatment equality,0.021428571428571432,0.42424242424242425,0.44567099567099566
