,unpriv,priv,SUM
TP,62.0,154.0,216.0
TN,210.0,63.0,273.0
FP,0.0,27.0,27.0
FN,28.0,56.0,84.0
size,300.0,300.0,600.0
accuracy_equality,0.9066666666666666,0.7233333333333334,1.63
opportunity_equality,0.6888888888888889,0.7333333333333333,1.422222222222222
predictive_equality,0.0,0.3,0.3
statistical_parity,0.20666666666666667,0.6033333333333334,0.81
predictive_parity,1.0,0.850828729281768,1.850828729281768
neg_predictive_parity,0.8823529411764706,0.5294117647058824,1.4117647058823528
treatment equality,0.0,1.125,1.125
