,unpriv,priv,SUM
TP,165.0,247.0,412.0
TN,266.0,176.0,442.0
FP,124.0,64.0,188.0
FN,15.0,83.0,98.0
size,570.0,570.0,1140.0
accuracy_equality,0.756140350877193,0.7421052631578947,1.4982456140350877
opportunity_equality,0.9166666666666666,0.7484848484848485,1.665151515151515
predictive_equality,0.31794871794871793,0.26666666666666666,0.5846153846153845
statistical_parity,0.5070175438596491,0.5456140350877193,1.0526315789473686
predictive_parity,0.5709342560553633,0.7942122186495176,1.365146474704881
neg_predictive_parity,0.9466192170818505,0.6795366795366795,1.6261558966185299
treatment equality,3.815384615384615,1.0602409638554215,4.875625579240037
