,unpriv,priv,SUM
TP,157.0,241.0,398.0
TN,323.0,181.0,504.0
FP,67.0,59.0,126.0
FN,23.0,89.0,112.0
size,570.0,570.0,1140.0
accuracy_equality,0.8421052631578947,0.7403508771929824,1.5824561403508772
opportunity_equality,0.8722222222222222,0.7303030303030303,1.6025252525252527
predictive_equality,0.1717948717948718,0.24583333333333332,0.4176282051282051
statistical_parity,0.3929824561403509,0.5263157894736842,0.9192982456140351
predictive_parity,0.7008928571428571,0.8033333333333333,1.5042261904761904
neg_predictive_parity,0.9335260115606936,0.6703703703703704,1.6038963819310639
treatment equality,1.3444816053511708,0.9115168539325842,2.255998459283755
