,unpriv,priv,SUM
TP,40.0,151.0,191.0
TN,208.0,51.0,259.0
FP,2.0,39.0,41.0
FN,50.0,59.0,109.0
size,300.0,300.0,600.0
accuracy_equality,0.8266666666666667,0.6733333333333333,1.5
opportunity_equality,0.4444444444444444,0.719047619047619,1.1634920634920634
predictive_equality,0.009523809523809525,0.43333333333333335,0.4428571428571429
statistical_parity,0.14,0.6333333333333333,0.7733333333333333
predictive_parity,0.9523809523809523,0.7947368421052632,1.7471177944862155
neg_predictive_parity,0.8062015503875969,0.4636363636363636,1.2698379140239604
treatment equality,0.017142857142857144,1.5423728813559323,1.5595157384987894
