,unpriv,priv,SUM
TP,39.0,152.0,191.0
TN,206.0,57.0,263.0
FP,4.0,33.0,37.0
FN,51.0,58.0,109.0
size,300.0,300.0,600.0
accuracy_equality,0.8166666666666667,0.6966666666666667,1.5133333333333332
opportunity_equality,0.43333333333333335,0.7238095238095238,1.157142857142857
predictive_equality,0.01904761904761905,0.36666666666666664,0.3857142857142857
statistical_parity,0.14333333333333334,0.6166666666666667,0.76
predictive_parity,0.9069767441860465,0.8216216216216217,1.728598365807668
neg_predictive_parity,0.8015564202334631,0.4956521739130435,1.2972085941465066
treatment equality,0.033613445378151266,1.3275862068965516,1.361199652274703
