,unpriv,priv,SUM
TP,59.0,165.0,224.0
TN,210.0,79.0,289.0
FP,0.0,11.0,11.0
FN,31.0,45.0,76.0
size,300.0,300.0,600.0
accuracy_equality,0.8966666666666666,0.8133333333333334,1.71
opportunity_equality,0.6555555555555556,0.7857142857142857,1.4412698412698413
predictive_equality,0.0,0.12222222222222222,0.12222222222222222
statistical_parity,0.19666666666666666,0.5866666666666667,0.7833333333333333
predictive_parity,1.0,0.9375,1.9375
neg_predictive_parity,0.8713692946058091,0.6370967741935484,1.5084660687993576
treatment equality,0.0,0.5703703703703704,0.5703703703703704
