,unpriv,priv,SUM
TP,148.0,238.0,386.0
TN,348.0,185.0,533.0
FP,42.0,55.0,97.0
FN,32.0,92.0,124.0
size,570.0,570.0,1140.0
accuracy_equality,0.8701754385964913,0.7421052631578947,1.6122807017543859
opportunity_equality,0.8222222222222222,0.7212121212121212,1.5434343434343434
predictive_equality,0.1076923076923077,0.22916666666666666,0.3368589743589744
statistical_parity,0.3333333333333333,0.5140350877192983,0.8473684210526315
predictive_parity,0.7789473684210526,0.8122866894197952,1.5912340578408477
neg_predictive_parity,0.9157894736842105,0.6678700361010831,1.5836595097852935
treatment equality,0.6057692307692307,0.8220108695652173,1.4277801003344481
