,unpriv,priv,SUM
TP,139.0,170.0,309.0
TN,368.0,184.0,552.0
FP,22.0,56.0,78.0
FN,41.0,160.0,201.0
size,570.0,570.0,1140.0
accuracy_equality,0.8894736842105263,0.6210526315789474,1.5105263157894737
opportunity_equality,0.7722222222222223,0.5151515151515151,1.2873737373737373
predictive_equality,0.05641025641025641,0.23333333333333334,0.28974358974358977
statistical_parity,0.2824561403508772,0.39649122807017545,0.6789473684210526
predictive_parity,0.8633540372670807,0.7522123893805309,1.6155664266476117
neg_predictive_parity,0.8997555012224939,0.5348837209302325,1.4346392221527264
treatment equality,0.2476547842401501,0.48125,0.7289047842401501
