,unpriv,priv,SUM
TP,5713.0,28243.0,33956.0
TN,72324.0,19694.0,92018.0
FP,5406.0,39076.0,44482.0
FN,4637.0,1067.0,5704.0
size,88080.0,88080.0,176160.0
accuracy_equality,0.8859786557674841,0.5442438692098093,1.4302225249772933
opportunity_equality,0.5519806763285025,0.9635960423063801,1.5155767186348825
predictive_equality,0.06954843689695099,0.6648970563212523,0.7344454932182033
statistical_parity,0.12623751135331518,0.7642938237965486,0.8905313351498638
predictive_parity,0.5138051983092005,0.4195398030273771,0.9333450013365776
neg_predictive_parity,0.9397487038889827,0.9486055584991089,1.8883542623880916
treatment equality,0.15523535084827317,18.264416795478823,18.419652146327095
