,unpriv,priv,SUM
TP,5390.0,19060.0,24450.0
TN,76380.0,52172.0,128552.0
FP,1350.0,6598.0,7948.0
FN,4960.0,10250.0,15210.0
size,88080.0,88080.0,176160.0
accuracy_equality,0.9283605812897366,0.8087193460490463,1.737079927338783
opportunity_equality,0.5207729468599034,0.6502900034118049,1.1710629502717083
predictive_equality,0.01736781165573138,0.11226816402926663,0.12963597568499802
statistical_parity,0.0765213442325159,0.29130336058128975,0.36782470481380564
predictive_parity,0.7997032640949555,0.7428482344687817,1.5425514985637372
neg_predictive_parity,0.9390213916892058,0.8357950722501682,1.774816463939374
treatment equality,0.03624130053161689,0.3210321841656395,0.3572734846972564
