,unpriv,priv,SUM
TP,5116.0,18614.0,23730.0
TN,76394.0,53559.0,129953.0
FP,1336.0,5211.0,6547.0
FN,5234.0,10696.0,15930.0
size,88080.0,88080.0,176160.0
accuracy_equality,0.9254087193460491,0.8194028156221617,1.7448115349682107
opportunity_equality,0.49429951690821256,0.6350733538041624,1.129372870712375
predictive_equality,0.017187701016338607,0.0886676875957121,0.10585538861205071
statistical_parity,0.07325158946412352,0.2704927338782925,0.343744323342416
predictive_parity,0.7929324240545568,0.781280167890871,1.5742125919454277
neg_predictive_parity,0.9358798451511736,0.833538246050891,1.7694180912020645
treatment equality,0.03398790705370741,0.242974001816597,0.2769619088703044
