,unpriv,priv,SUM
TP,51.0,206.0,257.0
TN,207.0,77.0,284.0
FP,3.0,13.0,16.0
FN,39.0,4.0,43.0
size,300.0,300.0,600.0
accuracy_equality,0.86,0.9433333333333334,1.8033333333333332
opportunity_equality,0.5666666666666667,0.9809523809523809,1.5476190476190474
predictive_equality,0.014285714285714285,0.14444444444444443,0.15873015873015872
statistical_parity,0.18,0.73,0.9099999999999999
predictive_parity,0.9444444444444444,0.9406392694063926,1.885083713850837
neg_predictive_parity,0.8414634146341463,0.9506172839506173,1.7920806985847637
treatment equality,0.03296703296703297,7.583333333333332,7.616300366300365
