,unpriv,priv,SUM
TP,50.0,189.0,239.0
TN,210.0,66.0,276.0
FP,0.0,24.0,24.0
FN,40.0,21.0,61.0
size,300.0,300.0,600.0
accuracy_equality,0.8666666666666667,0.85,1.7166666666666668
opportunity_equality,0.5555555555555556,0.9,1.4555555555555557
predictive_equality,0.0,0.26666666666666666,0.26666666666666666
statistical_parity,0.16666666666666666,0.71,0.8766666666666666
predictive_parity,1.0,0.8873239436619719,1.887323943661972
neg_predictive_parity,0.84,0.7586206896551724,1.5986206896551725
treatment equality,0.0,2.6666666666666665,2.6666666666666665
