,unpriv,priv,SUM
TP,56.0,208.0,264.0
TN,210.0,78.0,288.0
FP,0.0,12.0,12.0
FN,34.0,2.0,36.0
size,300.0,300.0,600.0
accuracy_equality,0.8866666666666667,0.9533333333333334,1.84
opportunity_equality,0.6222222222222222,0.9904761904761905,1.6126984126984127
predictive_equality,0.0,0.13333333333333333,0.13333333333333333
statistical_parity,0.18666666666666668,0.7333333333333333,0.9199999999999999
predictive_parity,1.0,0.9454545454545454,1.9454545454545453
neg_predictive_parity,0.860655737704918,0.975,1.835655737704918
treatment equality,0.0,13.999999999999998,13.999999999999998
