,unpriv,priv,SUM
TP,263.0,99.0,362.0
TN,1125.0,1359.0,2484.0
FP,165.0,141.0,306.0
FN,307.0,261.0,568.0
size,1860.0,1860.0,3720.0
accuracy_equality,0.7462365591397849,0.7838709677419354,1.5301075268817204
opportunity_equality,0.4614035087719298,0.275,0.7364035087719298
predictive_equality,0.12790697674418605,0.094,0.22190697674418605
statistical_parity,0.23010752688172043,0.12903225806451613,0.35913978494623655
predictive_parity,0.6144859813084113,0.4125,1.0269859813084112
neg_predictive_parity,0.7856145251396648,0.8388888888888889,1.6245034140285537
treatment equality,0.23748200893871677,0.1296551724137931,0.36713718135250983
