,unpriv,priv,SUM
TP,277.0,71.0,348.0
TN,1133.0,1385.0,2518.0
FP,157.0,115.0,272.0
FN,293.0,289.0,582.0
size,1860.0,1860.0,3720.0
accuracy_equality,0.7580645161290323,0.7827956989247312,1.5408602150537636
opportunity_equality,0.48596491228070177,0.19722222222222222,0.683187134502924
predictive_equality,0.12170542635658915,0.07666666666666666,0.1983720930232558
statistical_parity,0.23333333333333334,0.1,0.33333333333333337
predictive_parity,0.6382488479262672,0.3817204301075269,1.0199692780337941
neg_predictive_parity,0.7945301542776999,0.8273596176821983,1.6218897719598981
treatment equality,0.23676482260496864,0.09550173010380622,0.33226655270877486
