,unpriv,priv,SUM
TP,5366.0,6029.0,11395.0
TN,52866.0,50221.0,103087.0
FP,2664.0,3179.0,5843.0
FN,10324.0,11791.0,22115.0
size,71220.0,71220.0,142440.0
accuracy_equality,0.8176354956472901,0.7898062342038753,1.6074417298511654
opportunity_equality,0.3420012746972594,0.338327721661055,0.6803289963583143
predictive_equality,0.047974068071312805,0.059531835205992506,0.1075059032773053
statistical_parity,0.11274922774501545,0.1292895254142095,0.24203875315922493
predictive_parity,0.6682440846824409,0.6547567332754127,1.3230008179578536
neg_predictive_parity,0.8366197183098592,0.8098593820550861,1.6464791003649453
treatment equality,0.0729090592831168,0.08997178384961296,0.16288084313272977
