,unpriv,priv,SUM
TP,905.0,796.0,1701.0
TN,95.0,185.0,280.0
FP,85.0,55.0,140.0
FN,505.0,554.0,1059.0
size,1590.0,1590.0,3180.0
accuracy_equality,0.6289308176100629,0.6169811320754717,1.2459119496855346
opportunity_equality,0.6418439716312057,0.5896296296296296,1.2314736012608352
predictive_equality,0.4722222222222222,0.22916666666666666,0.7013888888888888
statistical_parity,0.6226415094339622,0.5352201257861635,1.1578616352201259
predictive_parity,0.9141414141414141,0.9353701527614571,1.8495115669028712
neg_predictive_parity,0.15833333333333333,0.2503382949932341,0.40867162832656745
treatment equality,1.3184818481848184,0.5584386281588447,1.876920476343663
