,unpriv,priv,SUM
TP,833.0,675.0,1508.0
TN,122.0,194.0,316.0
FP,58.0,46.0,104.0
FN,577.0,675.0,1252.0
size,1590.0,1590.0,3180.0
accuracy_equality,0.60062893081761,0.5465408805031446,1.1471698113207547
opportunity_equality,0.5907801418439717,0.5,1.0907801418439718
predictive_equality,0.32222222222222224,0.19166666666666668,0.513888888888889
statistical_parity,0.560377358490566,0.45345911949685536,1.0138364779874214
predictive_parity,0.9349046015712682,0.9361997226074896,1.871104324178758
neg_predictive_parity,0.17453505007153075,0.22324510932105868,0.3977801593925894
treatment equality,0.7874061236279608,0.38333333333333336,1.1707394569612941
