,unpriv,priv,SUM
TP,5445.0,19485.0,24930.0
TN,75948.0,53369.0,129317.0
FP,1782.0,5401.0,7183.0
FN,4905.0,9825.0,14730.0
size,88080.0,88080.0,176160.0
accuracy_equality,0.9240803814713896,0.8271344232515895,1.751214804722979
opportunity_equality,0.5260869565217391,0.6647901740020471,1.1908771305237862
predictive_equality,0.02292551138556542,0.09190062957291135,0.11482614095847678
statistical_parity,0.08205040871934605,0.2825386012715713,0.36458900999091737
predictive_parity,0.7534246575342466,0.7829703447721611,1.5363950023064077
neg_predictive_parity,0.9393343475195726,0.8445263790866222,1.7838607266061948
treatment equality,0.048374932281468316,0.27415851936712793,0.32253345164859626
