,unpriv,priv,SUM
TP,133.0,147.0,280.0
TN,358.0,232.0,590.0
FP,32.0,38.0,70.0
FN,107.0,213.0,320.0
size,630.0,630.0,1260.0
accuracy_equality,0.7793650793650794,0.6015873015873016,1.380952380952381
opportunity_equality,0.5541666666666667,0.4083333333333333,0.9625
predictive_equality,0.08205128205128205,0.14074074074074075,0.22279202279202281
statistical_parity,0.2619047619047619,0.29365079365079366,0.5555555555555556
predictive_parity,0.806060606060606,0.7945945945945946,1.6006552006552006
neg_predictive_parity,0.7698924731182796,0.5213483146067416,1.2912407877250212
treatment equality,0.18404025880661393,0.23787167449139282,0.42191193329800675
