,unpriv,priv,SUM
TP,132.0,134.0,266.0
TN,364.0,238.0,602.0
FP,26.0,32.0,58.0
FN,108.0,226.0,334.0
size,630.0,630.0,1260.0
accuracy_equality,0.7873015873015873,0.5904761904761905,1.3777777777777778
opportunity_equality,0.55,0.37222222222222223,0.9222222222222223
predictive_equality,0.06666666666666667,0.11851851851851852,0.18518518518518517
statistical_parity,0.2507936507936508,0.2634920634920635,0.5142857142857142
predictive_parity,0.8354430379746836,0.8072289156626506,1.6426719536373342
neg_predictive_parity,0.7711864406779662,0.5129310344827587,1.2841174751607247
treatment equality,0.14814814814814814,0.1887905604719764,0.33693870862012454
