,unpriv,priv,SUM
TP,160.0,103.0,263.0
TN,362.0,244.0,606.0
FP,28.0,26.0,54.0
FN,80.0,257.0,337.0
size,630.0,630.0,1260.0
accuracy_equality,0.8285714285714286,0.5507936507936508,1.3793650793650793
opportunity_equality,0.6666666666666666,0.2861111111111111,0.9527777777777777
predictive_equality,0.07179487179487179,0.0962962962962963,0.16809116809116809
statistical_parity,0.2984126984126984,0.20476190476190476,0.5031746031746032
predictive_parity,0.851063829787234,0.7984496124031008,1.6495134421903348
neg_predictive_parity,0.8190045248868778,0.4870259481037924,1.3060304729906702
treatment equality,0.21538461538461537,0.13488975356679636,0.35027436895141173
