,unpriv,priv,SUM
TP,1410.0,1347.0,2757.0
TN,4.0,8.0,12.0
FP,176.0,232.0,408.0
FN,0.0,3.0,3.0
size,1590.0,1590.0,3180.0
accuracy_equality,0.889308176100629,0.8522012578616353,1.741509433962264
opportunity_equality,1.0,0.9977777777777778,1.9977777777777779
predictive_equality,0.9777777777777777,0.9666666666666667,1.9444444444444444
statistical_parity,0.9974842767295597,0.9930817610062893,1.990566037735849
predictive_parity,0.8890290037831021,0.8530715642811906,1.7421005680642927
neg_predictive_parity,1.0,0.7272727272727273,1.7272727272727273
treatment equality,0.0,435.0,435.0
