,unpriv,priv,SUM
TP,1410.0,1347.0,2757.0
TN,2.0,2.0,4.0
FP,178.0,238.0,416.0
FN,0.0,3.0,3.0
size,1590.0,1590.0,3180.0
accuracy_equality,0.8880503144654088,0.8484276729559749,1.7364779874213836
opportunity_equality,1.0,0.9977777777777778,1.9977777777777779
predictive_equality,0.9888888888888889,0.9916666666666667,1.9805555555555556
statistical_parity,0.9987421383647799,0.9968553459119497,1.9955974842767294
predictive_parity,0.8879093198992444,0.8498422712933754,1.7377515911926198
neg_predictive_parity,1.0,0.4,1.4
treatment equality,0.0,446.25,446.25
