,unpriv,priv,SUM
TP,165.0,155.0,320.0
TN,360.0,223.0,583.0
FP,30.0,47.0,77.0
FN,75.0,205.0,280.0
size,630.0,630.0,1260.0
accuracy_equality,0.8333333333333334,0.6,1.4333333333333333
opportunity_equality,0.6875,0.4305555555555556,1.1180555555555556
predictive_equality,0.07692307692307693,0.17407407407407408,0.25099715099715103
statistical_parity,0.30952380952380953,0.32063492063492066,0.6301587301587301
predictive_parity,0.8461538461538461,0.7673267326732673,1.6134805788271134
neg_predictive_parity,0.8275862068965517,0.5210280373831776,1.3486142442797293
treatment equality,0.24615384615384617,0.30569105691056914,0.5518449030644152
