,unpriv,priv,SUM
TP,168.0,155.0,323.0
TN,359.0,219.0,578.0
FP,31.0,51.0,82.0
FN,72.0,205.0,277.0
size,630.0,630.0,1260.0
accuracy_equality,0.8365079365079365,0.5936507936507937,1.4301587301587302
opportunity_equality,0.7,0.4305555555555556,1.1305555555555555
predictive_equality,0.07948717948717948,0.18888888888888888,0.26837606837606837
statistical_parity,0.31587301587301586,0.326984126984127,0.6428571428571428
predictive_parity,0.8442211055276382,0.7524271844660194,1.5966482899936576
neg_predictive_parity,0.8329466357308585,0.5165094339622641,1.3494560696931226
treatment equality,0.26495726495726496,0.33170731707317075,0.5966645820304357
