,unpriv,priv,SUM
TP,103.0,169.0,272.0
TN,360.0,226.0,586.0
FP,30.0,44.0,74.0
FN,137.0,191.0,328.0
size,630.0,630.0,1260.0
accuracy_equality,0.734920634920635,0.626984126984127,1.361904761904762
opportunity_equality,0.42916666666666664,0.46944444444444444,0.898611111111111
predictive_equality,0.07692307692307693,0.16296296296296298,0.2398860398860399
statistical_parity,0.2111111111111111,0.3380952380952381,0.5492063492063493
predictive_parity,0.7744360902255639,0.7934272300469484,1.5678633202725123
neg_predictive_parity,0.7243460764587525,0.5419664268585132,1.2663125033172657
treatment equality,0.1347557551937114,0.30715532286212915,0.44191107805584057
