,unpriv,priv,SUM
TP,511.0,304.0,815.0
TN,299.0,420.0,719.0
FP,991.0,1080.0,2071.0
FN,59.0,56.0,115.0
size,1860.0,1860.0,3720.0
accuracy_equality,0.43548387096774194,0.38924731182795697,0.8247311827956989
opportunity_equality,0.8964912280701754,0.8444444444444444,1.74093567251462
predictive_equality,0.7682170542635659,0.72,1.4882170542635658
statistical_parity,0.8075268817204301,0.7440860215053764,1.5516129032258066
predictive_parity,0.3402130492676431,0.21965317919075145,0.5598662284583946
neg_predictive_parity,0.835195530726257,0.8823529411764706,1.7175484719027274
treatment equality,7.421757981868349,4.628571428571428,12.050329410439776
